folder,class,line,basename
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241110_160332_L24_PalletGHL1110210223_Cavity8_B0178JM_Fail6_Score(0.9763446).bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L25,20241110_182644_L25_C15_9819.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241111_121628_L27_C8_9060_0.9833.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L26,20241111_125003_L26_C10_9999.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L26,20241111_125003_L26_C15_1.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153448_L27_C10_1_0.4950.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153448_L27_C12_1_0.2868.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153448_L27_C13_1_0.5226.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153448_L27_C15_1_0.3681.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153448_L27_C1_1_0.3218.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153448_L27_C2_1_0.3118.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153448_L27_C3_1_0.3138.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153448_L27_C4_1_0.3783.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153448_L27_C5_1_0.3708.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153448_L27_C7_1_0.3275.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153448_L27_C8_1_0.6798.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153448_L27_C9_1_0.2699.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153606_L27_C10_1_0.3152.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153606_L27_C11_1_0.2358.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153606_L27_C13_1_0.3554.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153606_L27_C14_1_0.2945.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153606_L27_C15_1_0.2655.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153606_L27_C1_1_0.3670.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153606_L27_C2_1_0.3012.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153606_L27_C3_1_0.3189.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153606_L27_C4_1_0.2064.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153606_L27_C5_1_0.2959.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153606_L27_C6_1_0.2548.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153606_L27_C7_1_0.2643.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153606_L27_C8_1_0.2865.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153606_L27_C9_1_0.3489.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153639_L27_C1_1_0.4074.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153639_L27_C2_1_0.3691.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153639_L27_C3_1_0.3910.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153639_L27_C4_1_0.2877.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153639_L27_C5_1_0.3000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153639_L27_C6_1_0.2917.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153639_L27_C7_1_0.3640.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153639_L27_C8_1_0.3316.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153639_L27_C9_1_0.2926.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153640_L27_C10_1_0.2416.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153640_L27_C12_1_0.3745.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153640_L27_C13_1_0.3099.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153640_L27_C14_1_0.3337.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153640_L27_C15_1_0.3741.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153655_L27_C11_1_0.5672.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153655_L27_C12_1_0.3343.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153655_L27_C13_1_0.4667.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153655_L27_C14_1_0.6245.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153655_L27_C15_1_0.4525.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153655_L27_C1_1_0.4807.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153655_L27_C2_1_0.5878.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153655_L27_C3_1_0.3686.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153655_L27_C4_1_0.3962.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153655_L27_C5_1_0.2957.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153655_L27_C6_1_0.4199.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153655_L27_C7_1_0.3861.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153655_L27_C8_1_0.3414.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241112_153655_L27_C9_1_0.3744.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241113_083656_L27_C1_9801_0.9319.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L25,20241113_183156_L25_C1_9983.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L25,20241113_183539_L25_C15_9946.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241115_050045_L24_C11_9865_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241118_123723_L24_C11_9264_0.9998.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241119_115834_L27_C3_9833_0.9982.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241119_175208_L24_C8_9665_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241119_175209_L24_C13_9999_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241120_110221_L27_C11_9603.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241120_110221_L27_C7_9696.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241120_110229_L27_C12_9930_0.5269.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241120_110229_L27_C7_9294_0.8755.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_225719_L24_C11_9805_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_225719_L24_C13_9864_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_225719_L24_C14_9859_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_225719_L24_C7_9337_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_225719_L24_C8_9499_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_225719_L24_C9_9033_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_225726_L24_C11_9915_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_225726_L24_C12_9982_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_225807_L24_C9_9744_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_225950_L24_C13_9762_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_225950_L24_C9_9534_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_225957_L24_C12_9056_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_230144_L24_C11_9999_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_230144_L24_C3_9767_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_230144_L24_C4_9606_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_230144_L24_C5_9671_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_230144_L24_C7_9948_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_230254_L24_C10_9491_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_230254_L24_C13_9498_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_230254_L24_C9_9882_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_230404_L24_C11_9532_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_230404_L24_C13_9193_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_230404_L24_C7_9547_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_230404_L24_C8_9169_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_230417_L24_C11_9306_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_230417_L24_C13_9985_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_230424_L24_C13_9206_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_230424_L24_C5_9988_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_231149_L24_C11_9964_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_231149_L24_C13_9664_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_231149_L24_C7_9730_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_231149_L24_C9_9734_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_231154_L24_C10_9715_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_231154_L24_C12_9831_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_231154_L24_C7_9363_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_232348_L24_C10_9905_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_232348_L24_C11_9983_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_232348_L24_C12_9956_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_232348_L24_C13_9941_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_232348_L24_C14_9928_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_232348_L24_C15_9825_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_232348_L24_C3_9350_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_232348_L24_C4_9436_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_232348_L24_C5_9882_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_232348_L24_C6_9621_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_232348_L24_C7_9824_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_232348_L24_C8_9622_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_232348_L24_C9_9993_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_232748_L24_C11_9584_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_232748_L24_C14_9273_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_232753_L24_C11_9965_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_232753_L24_C13_9844_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_232753_L24_C14_9518_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_232933_L24_C12_9048_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_232933_L24_C7_9160_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_232933_L24_C8_9089_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_233523_L24_C13_9327_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_234213_L24_C12_9257_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_234213_L24_C13_9190_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_234213_L24_C14_9138_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_235752_L24_C13_9249_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_235759_L24_C11_9557_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_235759_L24_C14_9200_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_235759_L24_C3_9963_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_235759_L24_C7_9054_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_235847_L24_C11_9907_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_235847_L24_C14_9212_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_235847_L24_C4_9746_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_235847_L24_C5_9325_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_235847_L24_C7_9333_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_235910_L24_C9_9952_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_235911_L24_C13_9181_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_235911_L24_C14_9143_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_235916_L24_C12_9316_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_235916_L24_C14_9602_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241204_235916_L24_C15_9865_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_000005_L24_C10_9730_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_000005_L24_C11_9966_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_000005_L24_C12_9768_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_000005_L24_C13_9465_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_000005_L24_C4_9084_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_000005_L24_C7_9126_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_000005_L24_C8_9504_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_000005_L24_C9_9276_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_001218_L24_C11_9361_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_001218_L24_C12_9763_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_001218_L24_C13_9702_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_001218_L24_C14_9994_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_001218_L24_C1_9292_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_001218_L24_C8_9526_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_001223_L24_C11_9985_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_001223_L24_C12_9797_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_001223_L24_C13_9961_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_001223_L24_C14_9651_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_001223_L24_C15_9017_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_001227_L24_C10_9879_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_001227_L24_C11_9887_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_001227_L24_C12_9979_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_001227_L24_C13_9997_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_001227_L24_C14_9997_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_001227_L24_C15_9989_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_001227_L24_C2_9512_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_001227_L24_C6_9954_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_001227_L24_C7_9679_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_001227_L24_C9_9979_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_001252_L24_C10_9441_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_001252_L24_C12_9638_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_001252_L24_C13_9923_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_001257_L24_C10_9995_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_001257_L24_C11_9994_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_001257_L24_C12_9953_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_001257_L24_C13_9991_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_001257_L24_C14_9987_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_001257_L24_C15_9974_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_001257_L24_C1_9372_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_001257_L24_C4_9979_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_001257_L24_C6_9959_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_001257_L24_C7_9989_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_001257_L24_C8_9828_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_001257_L24_C9_9881_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_101048_L24_C11_9809_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_103820_L24_C8_9204_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_103821_L24_C13_9895_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_103826_L24_C12_9752_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_103826_L24_C7_9379_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_104211_L24_C9_9432_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_104658_L24_C8_9584_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_104729_L24_C9_9584_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_104730_L24_C15_9925_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_105154_L24_C11_9867_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_105546_L24_C10_9297_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_105546_L24_C13_9281_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_105546_L24_C14_9416_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_105546_L24_C6_9402_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_105546_L24_C8_9248_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_110101_L24_C15_9322_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_112052_L24_C7_9150_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_112052_L24_C9_9399_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_112458_L24_C11_9103_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_113012_L24_C7_9254_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_113100_L24_C3_9652_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_113100_L24_C4_9918_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_113808_L24_C11_9423_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_113821_L24_C10_9999_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_113821_L24_C11_9316_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_113821_L24_C12_9964_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_113821_L24_C13_9409_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_113821_L24_C8_9803_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_113830_L24_C11_9972_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_113830_L24_C13_9871_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20241205_113830_L24_C7_9903_1.0000.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20241207_195208_L27_C6_9913.bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20260729_193537_L24_PalletGHC0729235127_Cavity9_D009FWW_Pass1_Score(0.0858441).bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20260729_193941_L24_PalletGHF0729235556_Cavity9_D009FWW_Pass1_Score(0.06336957).bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20260729_195039_L24_PalletGHO0730000643_Cavity5_D009FWX_Pass1_Score(0.02090579).bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20260729_195044_L24_PalletGHT0730000701_Cavity15_D009FWX_Pass1_Score(0.01529992).bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20260729_195050_L24_PalletGHA0730000705_Cavity7_D009FWX_Pass1_Score(0.006626129).bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20260729_195701_L24_PalletGHD0730001314_Cavity1_D009FWX_Pass1_Score(0.01061112).bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20260729_195843_L24_PalletGHM0730001457_Cavity7_D009FWX_Pass1_Score(0.02115875).bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20260729_195944_L24_PalletGHN0730001555_Cavity12_D009FWX_Pass1_Score(0.05691183).bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20260729_200001_L24_PalletGHU0730001616_Cavity5_D009FWX_Pass1_Score(0.04088157).bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20260729_200015_L24_PalletGHE0730001628_Cavity9_D009FWX_Pass1_Score(0.03756905).bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20260729_200035_L24_PalletGHK0730001650_Cavity7_D009FWX_Pass1_Score(0.009674788).bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20260729_200515_L24_PalletGHP0730002120_Cavity10_D009FWX_Pass1_Score(0.02662611).bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20260731_111851_L24_PalletGHD0731153513_Cavity1_D009G0P_Pass1_Score(0.01662487).bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20260804_173311_L24_PalletGHR0804214857_Cavity2_D009G91_Pass1_Score(0.01113325).bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L31,20260806_051340_L31_PalletGHH0806094729_Cavity14_B01BGTR_Fail7_Score(0.999975).bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L31,20260806_073850_L31_PalletGHB0806120959_Cavity1_B01BGTR_Fail7_Score(0.9999999).bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L31,20260806_090430_L31_PalletGHS0806133838_Cavity14_B01BGTR_Fail7_Score(0.9998633).bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L31,20260806_173806_L31_PalletGHQ0806221225_Cavity13_B01BGTT_Fail7_Score(0.9998537).bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L31,20260806_173806_L31_PalletGHQ0806221225_Cavity7_B01BGTT_Fail7_Score(0.9999995).bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L31,20260806_174423_L31_PalletGHC0806221830_Cavity10_B01BGTT_Fail7_Score(1).bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L31,20260806_174423_L31_PalletGHC0806221830_Cavity15_B01BGTT_Fail7_Score(1).bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L31,20260806_174847_L31_PalletGHD0806222253_Cavity14_B01BGTT_Fail7_Score(0.999985).bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L31,20260806_174847_L31_PalletGHD0806222253_Cavity2_B01BGTT_Fail7_Score(1).bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L31,20260806_174847_L31_PalletGHD0806222253_Cavity9_B01BGTT_Fail3_Score(0.9250723).bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20260807_131303_L27_PalletGHQ0807163742_Cavity3_B01BGMR_Fail7_Score(1).bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L27,20260807_131303_L27_PalletGHQ0807163742_Cavity7_B01BGMR_Fail7_Score(0.9999999).bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L24,20260807_150544_L24_PalletGHF0807192149_Cavity11_D009GFV_Pass1_Score(0.01497149).bmp
Updated ICube Categorical Classes 20260915,Missing Lens,L31,20260808_175320_L31_PalletGHJ0808222628_Cavity15_B01BGV2_Fail6_Score(0.9717956).bmp
